,website,title,date,media_type,link,content,prediction,
637,aljazeera,Hamas rejects Israel’s ‘formulation’ to extend phase one of Gaza ceasefire,2025-03-01,news,https://www.aljazeera.com/news/2025/3/1/hamas-rejects-israels-formulation-to-extend-phase-one-of-gaza-ceasefire,"As the first phase of the Israel-Hamas ceasefire in Gaza draws to a close, negotiations on the next stage, aimed at securing a permanent truce, have so far been inconclusive.Hamas on Saturday rejected Israel’s “formulation” of extending the first phase of the ceasefire instead of proceeding to the second phase as originally planned, calling it unacceptable.Hamas spokesperson Hazem Qassem told Al Araby TV that no talks were being held for a second ceasefire phase even as the first phase is due to expire on Saturday.Qassem said Israel bears the responsibility for not starting second phase negotiations, accusing it of wanting to recover the remaining captives from Gaza while retaining the possibility of resuming the war.His comments come a day after Hamas urged Israel to move onto the second phase and confirmed its “full commitment to implementing all the terms of the agreement in all its stages and details”.Officials from Israel joined mediators from Qatar and the United States in Cairo on Thursday for “intensive discussions”, Egypt’s state information service said on Friday. However, those negotiations apparently bore no fruit.Talks over the second phase of the ceasefire are meant to negotiate a comprehensive end to the fighting in Gaza, including the return of all remaining captives and the complete withdrawal of Israeli forces from the territory.According to Israel, there are 59 captives remaining in Gaza, 24 of whom are still believed to be alive.On Thursday, Israeli Foreign Minister Gideon Saar told reporters: “We said we are ready to extend the framework [of phase one] in return for the release of more hostages. If it is possible, we’ll do that.”Sami al-Arian, a professor at Istanbul Zaim University, said it was not clear what will happen next.“The American envoy Steve Witkoff has indicated he wants to explore the idea of extending phase one, which is the Israeli position,” he told Al Jazeera. “So that’s bad news for any negotiations because Hamas won’t agree to this.”Meanwhile, humanitarian organisations have repeatedly said the ceasefire must continue if they are to provide much-needed aid to Palestinians in the coastal enclave, which has been devastated during 15 months of war.“The impact of safe and sustained humanitarian access is evident,” the World Food Programme said in a post on X. “The ceasefire must hold. There can be no going back.”United Nations Secretary-General Antonio Guterres on Friday said the coming days are “critical” for the talks on the second phase of the ceasefire.“The ceasefire and hostage release deal must hold. The coming days are critical. The parties must spare no effort to avoid a breakdown of this deal,” Guterres told reporters at UN headquarters in New York.Al Jazeera’s Tareq Abu Azzoum, reporting from Gaza, said there may be “a surge” in military activity “as there’s no obligations any more to sustain the ceasefire”.“That’s been left up in the air as the mediators try to contain this crisis and prevent a return to fighting that will bring nothing but further devastation to the people of Gaza,” he added.While the ceasefire has held since it began on January 19, Gaza’s Government Media Office (GMO) has reported more than 350 violations by Israel, including military incursions, gunfire, air strikes, intensified surveillance and the obstruction of aid since the ceasefire began.According to the GMO, the Israeli army has killed and injured dozens of Palestinians through air strikes as well as shootings since the ceasefire came into effect.The GMO has previously reported delays in allowing displaced families to return to areas in northern Gaza as well as shortfalls in the agreed levels of aid allowed into the enclave.",0,
638,aljazeera,US man convicted in hate crime murder of Palestinian American boy,2025-03-01,news,https://www.aljazeera.com/news/2025/3/1/us-man-convicted-in-hate-crime-murder-of-palestinian-american-boy,"A jury in the US state of Illinois has convicted a man of murder and hate crime charges for the October 2023 stabbing death of a six-year-old Palestinian American boy.Joseph Czuba, 73, who was found guilty on Friday, faces life in prison when he is sentenced in May for a murder that prosecutors said was prompted by anti-Muslim hatred, and also left the boy’s mother critically injured, as stated in court records.The murder of the boy, Wadee Alfayoumi, and the attack on his mother, Hanan Shaheen, was one of the earliest and worst hate crime incidents in the US since the start of Israel’s war on Gaza.Czuba, who was the landlord for Shaheen and her son, stabbed the boy 26 times using a military-style knife with a 7-inch (18-cm) serrated blade, authorities said. Shaheen suffered multiple stab wounds in the attack that occurred in Plainfield Township, about 40 miles (64 km) southwest of Chicago.During the trial this week, Shaheen testified that Czuba told her, “You, as a Muslim, must die.”Michael Fitzgerald, prosecutor at Will County State’s Attorney’s Office, presented a 911 call recording in the trial.“The landlord is killing me and my baby,” Shaheen is heard saying on the audio.Czuba had earlier pleaded not guilty and did not testify during the trial that started on Tuesday.The case generated headlines around the world and deeply struck the Chicago area’s large and established Palestinian community.“All of us who are parents, who are Arab or Palestinian … who are Muslim, we all saw our children die in Wadee Alfayoumi, because this could have been any one of our boys, any one of our girls,” Council on American-Islamic Relations (CAIR)-Chicago’s Ahmed Rehab said, according to The Associated Press news agency.“It just so happened that it was Wadee Alfayoumi. When he was targeted, all of our children were targeted. Every Muslim was targeted when he [Czuba] yelled, ‘All Muslims must die.'”Abed Ayoub, executive director of the American-Arab Anti-Discrimination Committee (ADC), said the verdict delivers a measure of justice for Wadee’s family and “sends a clear message that hate-fuelled violence has no place here”.“We will never accept nor forget that a six-year-old child lost his life because of dangerous anti-Palestinian rhetoric,” he said, according to the AFP news agency.Other US incidents raising alarm over anti-Arab bias include the attempted drowning of a three-year-old Palestinian American girl in Texas, the stabbing of a Palestinian American man in Texas, the beating of a Muslim man in New York, a violent mob attack on pro-Palestinian protesters in California and a Florida shooting of two Israeli visitors whom the suspect mistook to be Palestinians.",0,
639,aljazeera,What does the report into Israeli military failures on October 7 say?,2025-02-28,news,https://www.aljazeera.com/news/2025/2/28/what-has-the-report-into-israeli-military-failures-on-october-7-said,"An Israeli military inquiry into the series of errors in the lead-up to and during the Hamas-led attack of October 7, 2023, has acknowledged the army’s “complete failure” to prevent it.In what investigators say was a highly coordinated attack that took years of planning, groups of Hamas-led fighters broke out of Gaza and attacked Israeli communities and a music festival along the frontier.In total,1,139 people died during the attack and about 250 taken captive.The report details a history of misconceptions about the risk posed by Hamas and a refusal to accept warning signs of an attack, as well as the army’s inability to coordinate a response.While the report has laid bare many of the Israeli army failings on October 7, 2023, similar investigations into the political failings have been repeatedly blocked by Prime Minister Benjamin Netanyahu and his right-wing coalition.The report says the army has a decades-long “fundamental misunderstanding” of Hamas, leading senior officers to underestimate the group’s capabilities and intentions.Military planners had assumed Hamas posed no significant threat to Israel and that it was uninterested in a large-scale war, according to investigators.Planners also believed Hamas’s tunnel networks had been significantly degraded, with any cross-border threat easily thwarted by Israel’s high-tech separation barrier.Despite warning signs, such as unusual activities by Hamas fighters, Israeli authorities insisted that the group was focused on maintaining governance within Gaza and would attack Israel by rocket, rather than a large-scale ground invasion.They also misjudged Hamas leader Yahya Sinwar, assuming he was “not interested in a wider war”.In the hours leading up to the attack, the report said, the Israeli military either ignored or misinterpreted several indications that an attack was imminent.On the evening before the attack, several female spotters alerted their commanders to unusual activity along the border. Additionally, officers reported the mass activation of Israeli SIM cards known to be in the hands of Hamas fighters, as well as suspicious movements in Hamas’s rocket deployment;However, commanders instead relied upon what they said were “reassuring signs” that Hamas was simply conducting a military exercise.According to the report, Hamas began considering the October 2023 incursion as early as 2016.However, Israel’s intelligence community dismissed such reports as “unrealistic”, believing Hamas to have been deterred by the Israeli response to the uprising in May 2021, when Israel killed 232 people in Gaza.The Israeli army has since realised that Hamas had decided as early as April 2022 to launch its assault. By September of that year, it was 85 percent ready and in May 2023, it set October 7 as the date.Many.The army was unprepared for the attack, investigators found, and the deployment of troops was significantly delayed, allowing Palestinian fighters to push on with no immediate resistance.In one kibbutz, Nir Oz, which the army is accused of having abandoned, one survivor later told the Israeli chief of staff that the last Palestinian fighter had left long before the first Israeli soldier entered.Assessments of fighter numbers were also found to be wide of the mark, with planners wildly underestimating the scale of the attack.It was later determined that 5,600 fighters crossed the border in three waves, backed by a barrage of some 4,000 rockets and 57 drones.As a result, Israel’s Gaza Division of a little more than 700 soldiers was overwhelmed and, for hours, remained “defeated” and military planners were unaware of that while coordinating their response.It wasn’t until around 12pm [10:00 GMT], when reinforcements began to arrive, that Gaza Division began to operate.The report also noted that the Israeli air force struggled to distinguish between Hamas fighters and Israeli civilians. While the report avoids going into details, the military accepted some Israelis had been killed by friendly fire.Simultaneous to the attack, investigators found, many aircraft were deployed against the homes of senior Hamas commanders in Gaza instead of defending civilians and soldiers under attack.According to several Israeli newspapers, yes, and many civilians died as a result.The Hannibal Directive, which orders that the Israeli military to employ all force possible to prevent Israeli combatants from being taken captive, including killing anyone around them, was ordered during the attack, the Israeli daily, Haaretz reported.As such, orders were issued on October 7 for Israeli forces to prevent Hamas from returning to Gaza with captives “at all costs” which included killing civilian non-combatants.Some of the pilots flying over the battlefield were reportedly unwilling to act upon the Directive and on occasion held off from firing altogether, from concern about hitting civilians.Nevertheless, subsequent investigations have shown several civilians were killed as a result of the Hannibal Directive.One, Efrat Katz, was killed by helicopter fire as she was being transported to Gaza by Hamas fighters.In Kibbutz Be’eri, an Israeli tank fired two shells into a house known to be holding over a dozen captives, including 12-year-old twins. Only two captives survived.Before the attack, key warnings, such as increased fighter activity and intelligence reports, were either ignored or misinterpreted.Assessments by the Israeli army underestimated the scale of the attack, with poor communication and poor intelligence-sharing among commanders adding to the failuresThe Israeli army was slow to respond to the Hamas-led attack and reinforcements were too slow in arriving.No similar investigation has been undertaken into the actions of the government before and during the attack.",1,
640,aljazeera,Talks under way in Egypt over phase two of Israel-Hamas ceasefire in Gaza,2025-02-28,news,https://www.aljazeera.com/news/2025/2/28/talks-under-way-in-egypt-for-second-phase-of-israel-hamas-ceasefire-in-gaza,"Talks are under way in Egypt over the second phase of the Israel-Hamas ceasefire in Gaza, the first phase of which ends on Saturday.Officials from Israel joined mediators from Qatar and the United States in Cairo on Thursday for “intensive discussions”, Egypt’s state information service said on Friday.US President Donald Trump’s Middle East envoy, Steve Witkoff, may join the talks.Talks over the second phase of the ceasefire are meant to negotiate a comprehensive end to the fighting in Gaza, including the return of all remaining living captives and the complete withdrawal of Israeli troops from the territory.According to Israel, there are 59 captives remaining in Gaza, 24 of whom are still believed to be alive.Israel’s Foreign Minister Gideon Saar said the government is uncertain about the prospects of reaching a deal, adding the Israeli team in Cairo would have to “see whether we have common ground to negotiate”.“We said we are ready to extend the framework [of phase one] in return for the release of more hostages,” Saar said at a news conference Thursday. “If it is possible, we’ll do that.”In a statement on Friday, Hamas urged Israel to move on to the second phase of the ceasefire deal, and confirmed its “full commitment to implementing all the terms of the agreement in all its stages and details”.“We call on the international community to pressure the Zionist occupation to fully commit to its role in the agreement and to immediately implement the second phase of it without any hesitation or evasion.”It remains to be seen whether a deal can be reconciled given the declared war objectives of Israel’s Prime Minister Benjamin Netanyahu, who, with US President Donald Trump’s backing, has pledged to eliminate Hamas.Al Jazeera’s Nour Odeh, reporting from the Jordanian capital Amman, said Israel is pushing a 42-day extension of the first phase of the ceasefire.“In it, Israel would allow some of the humanitarian assistance, some of those tents and mobile homes and heavy equipment that it was supposed to deliver … into Gaza during phase one, in exchange for Hamas giving up the only leverage it has, which is the presence of Israeli captives,” Odeh said.This has been rejected by Hamas, Odeh said.“Israel has been telling us for months now, with word and deed, that it doesn’t actually intend to end the war,” Mohamad Elmasry, a political analyst at the Doha Institute for Graduate Studies, told Al Jazeera.“Barring Hamas leaving Gaza, which is not going to happen, Israel is fully intent I think on going back to war.”The negotiations come after Hamas handed over the remains of four captives overnight on Thursday, in exchange for more than 600 Palestinian prisoners, in the last planned swap of the ceasefire’s first phase.Israel had postponed the release of 46 of these prisoners, all women and children, due to delays in verifying the bodies of four of the captives it received.In a sign that Israel was preparing a further breach of the truce terms, an Israeli official on Thursday said Israeli forces would not withdraw as planned from the Philadelphi Corridor – the long strip of land in southern Gaza that adjoins Egypt. Under the truce deal, Israel’s military is supposed to begin pulling out of the corridor on Saturday and finish its withdrawal within eight days.The ceasefire, which began on January 19, halted 15 months of war that erupted after the Hamas-led attack on Israel on October 7, 2023, that killed at least 1,139 people and saw some 250 others taken captive.Israel’s war in Gaza has since killed more than 48,000 Palestinians, the majority of them women and children, according to Palestinian health officials, while displacing more than 90 percent of the enclave’s population and destroying most of the Gaza Strip.",0,
641,aljazeera,Israel army probe reveals ‘complete failure’ in preventing October 7 attack,2025-02-28,news,https://www.aljazeera.com/news/2025/2/28/israel-army-probe-reveals-complete-failure-in-preventing-october-7-attack,"The Israeli army has acknowledged its “complete failure” to prevent the October 7 attack by Hamas, admitting that it had, for years, underestimated the Palestinian group’s capabilities.The summary of an Israeli army investigation, published on Thursday, said it “failed in its mission to protect Israeli civilians”.“October 7 was a complete failure, the IDF (military) failed in fulfilling its mission to protect Israeli civilians,” a senior Israeli army official told reporters following the publication of the investigation. “Too many civilians died that day asking themselves in their hearts or out loud, where was the IDF?” said the official, speaking on condition of anonymity.The probe said the perception that Hamas was not interested in a full-scale conflict and that Israel would have ample warning in case of an attack went unchallenged for years, resulting in a lack of preparedness and ability to respond to an attack.It also found that Israel had focused its intelligence and military efforts on other fronts, such as Hezbollah in Lebanon, and relied too heavily “on intelligence, barriers, and defensive measures alone”, and was thus caught by surprise.Since the deadly attack that killed an estimated 1,139 people in Israel and triggered the war on Gaza that has killed more than 48,000 Palestinians, questions have been asked of the Netanyahu administration and the army for its handling of the attack.During the attack, more than 200 people were also taken captive.There have been widespread calls for Benjamin Netanyahu to resign. The incident had already resulted in the resignation of Israel’s spy chief Aharon Haliva in 2024. In January, Israel’s top general Herzi Halevi also resigned, citing “terrible” security and intelligence “failures” that led to the attack.The army’s southern command Yaron Finkelman also resigned.“I embrace it, the responsibility is mine, I was the commander of the army on October 7th, I bear my own responsibility, and I also bear the full responsibility for all of you. And I acknowledge in every subordinate of mine who made a mistake, as part of my own [mistake],” Halevi had said.The probe concluded that the Hamas attack happened in three waves and, at its peak, saw more than 5,000 fighters and civilians enter Israel.The report said in the first wave, more than 1,000 Nukhba fighters, the elite force of Hamas, “infiltrated” Israel under the cover of heavy fire. They were said to be responsible for knocking out the Israeli military’s communications system and its command-and-control centres, creating chaos as the army struggled to regain control.The second wave, according to the probe, involved some 2,000 fighters while the third saw hundreds more joining the incursion, along with several thousand civilians.Hamas has maintained that only a few hundred of its fighters carried out the attack.An earlier investigation conducted by Israeli media outlet Haaretz found that Israel’s own military may have fired upon and killed Israeli civilians during the Hamas attack, in a bid to prevent Palestinian fighters from taking captives.Responding to the release of the inquiry, opposition leader Yair Lapid renewed his call for Netanyahu to form an official commission to investigate the attack.“The army is showing courage and integrity, and is investigating itself without any attempt to cover up or evade its responsibility,” Lapid wrote on X. “It is time for the cowardly, failed group called the Israeli government to do the same,” he added.",0,
642,aljazeera,Nakba survivors see echoes of the past in Trump’s calls for Gaza expulsion,2025-02-27,news,https://www.aljazeera.com/news/2025/2/27/nakba-survivors-see-echoes-of-the-past-in-trumps-calls-for-gaza-expulsion,"United States President Donald Trump set off alarm bells this month when, standing alongside Israeli Prime Minister Benjamin Netanyahu in the White House, he said the US would “take control” of the Gaza Strip and resettle Palestinians in other countries.Trump framed the expulsion of the Palestinian population from the Strip – left unrecognisable by Israeli bombing – as an act of humanitarian necessity, citing the threat of unexploded ordnance and unstable structures.Palestinians should be able to live in “beautiful houses”, Trump added. Just not in Gaza itself.But Palestinians say the promise of new developments in foreign countries skirts the demand at the centre of their aspirations: the right to live with dignity and equal rights in their historic homeland.“My first reaction was disbelief. That a president would call to displace two million people from their own land,” said Leila Giries, a Palestinian who lives in California.For Giries and other Palestinians, the call for expulsion invokes painful memories of dispossession and exile.Giries herself is a survivor of the events Palestinians refer to as the Nakba, which means “the catastrophe”.The term refers to the forced expulsion of more than 750,000 Palestinians by Zionist paramilitaries during Israel’s founding in 1948. The residents of many Palestinian towns and villages were barred from ever returning, deemed “infiltrators” by the newly founded Israeli state.Giries keeps a bag her mother carried while fleeing their village of Ayn Karim framed on the wall of her California residence, along with a key to their home in historic Palestine that was demolished after their expulsion.The items are symbols of both the pain of exile and her determination to maintain ties to her homeland.“I left Palestine when I was eight years old, but I cannot forget it. It’s where my parents and my grandparents are from. I am connected to the land,” Giries said.“When I see the photos of crowds of displaced people marching on the road in Gaza, it breaks my heart. It brings back memories, memories, memories.”Following fierce backlash from Palestinians, rights groups and a coalition of leaders from countries like Egypt, Saudi Arabia and Jordan, Trump eased his position by stating that he would only “suggest” the adoption of his plan.The US president had previously insisted that he would “own” Gaza, stating that its place by the sea could transform it into an ideal location for high-end real estate.This week, Trump even shared a bizarre AI-generated video on social media showing Gaza filled with skyscrapers and luxury resorts, with him and Netanyahu relaxing next to a swimming pool.Notably absent was any sign of the Palestinians who have called Gaza home for generations.“Only a fool would think it’s possible to cleanse Gaza of the Palestinians so you can build a real estate project,” says Michael Kardoush, who fled his home in Nazareth after it came under Israeli control in 1948. Palestinians inside Israeli territory lived under martial law with no rights until 1966.“The reality is that Palestinians will not vanish and die.”But Israeli leaders and officials have continued to eagerly promote Trump’s vision, seeing an opportunity to advance a longstanding ambition to depopulate the strip.In a statement last week, Netanyahu said Israel was “committed to US President Trump’s plan for the creation of a different Gaza”, which he previously lauded as “revolutionary”.But Muhammad Shehada, a visiting fellow at the European Council on Foreign Relations who grew up in Gaza, told Al Jazeera that Israeli and US efforts to force Palestinians off of their land have been a consistent feature of Gaza’s modern history.“When Israel took over Gaza in 1967, one of the first things it did was destroy refugee camps to try and get people to leave. They even offered money, foreign passports and shuttles to try and get people to do so,” he said.When such inducements would not work, he says that Israel tried more coercive methods, from deadly military raids to a years-long blockade that created dire living conditions in Gaza even before the most recent war.“They have tried every trick in the book,” said Shehada.But he added that those efforts have rarely enjoyed success and have often faced firm opposition from Palestinians, who see attempts to move them out of the Strip as part of a larger effort to nullify their national claims.Shehada pointed out that, in 1953, a plan to resettle 12,000 Palestinians from Gaza to the Egyptian Sinai was halted following a popular revolt in the Strip.Even during Israel’s most recent 15-month military campaign in Gaza, unprecedented for its destructiveness and human toll, many Palestinians remained firmly attached to their sense of place in Gaza.Arwa Shurrab, a 58-year-old woman who was born in Gaza but now lives in southern California, says that members of her family who continued living in the Strip refused to leave until they felt they had little choice.“I was trying to convince my sister to go to Egypt where it would be safer, but she said she would only leave if a building she was staying in was bombed,” said Shurrab.She explained that her sister and her family were displaced numerous times during the war. They finally decided to leave when a tent where they had been staying was bombed. Fortunately, they were not inside at the time.“She is a paediatrician and wanted to stay in Gaza and help her people. For that, she has lost everything,” Shurrab added.Even though Israel’s bombing campaign was paused under a tenuous ceasefire last month, many Palestinians in Gaza remain in precarious circumstances. The military assault reduced many neighbourhoods to rubble.During the war, Israeli forces were accused of deliberately destroying homes, agricultural lands and infrastructure for medical care, water and electricity, in order to make it impossible for Palestinians to return home after the fighting had ended.But many Gaza residents say that they remain determined to find a way forward.“Palestinians are very connected to the land. Everyone I know who left wants to go back. It is a question of if, not when,” said Shurrab.“Trump’s comments didn’t affect me at all. I don’t take it seriously because I know my family and I know the people of Gaza. They are not going to be uprooted from their land,” she added. “So Trump can say whatever he wants, but it does not make it so.”",0,
643,aljazeera,How is Israel violating the Gaza ceasefire deal?,2025-02-27,news,https://www.aljazeera.com/news/2025/2/27/how-is-israel-violating-the-gaza-ceasefire-deal,"Israel is attending talks on Thursday with the Palestinian group Hamas on moving to the second phase of the Gaza ceasefire agreed between the two in January, according to Egypt, which is hosting the talks.But even as the talks get under way, Israeli officials have made it clear they are seeking to change the terms of the agreed-upon three-phase deal, jeopardising its success.Under the terms of the deal, the first six-week phase – scheduled to end on March 1st – would see the withdrawal of all Israeli forces from Gaza’s main population areas, an increase in humanitarian aid into Gaza and the return of displaced people to the north of the enclave.As part of the deal, in return for approximately 2,000 Palestinian prisoners held in Israeli detention, Hamas has released 33 of the captives – including eight bodies.The terms of the second phase of the agreement were kept intentionally vague, anticipating that many of the details would be hammered out in future negotiations. Among the terms to be agreed upon were details of a lasting ceasefire to end Israel’s war on Gaza – which has killed more than 61,700 Palestinians – the complete withdrawal of Israel’s forces from the enclave and the release of all remaining captives held by Hamas in exchange for an undetermined number of Palestinian prisoners.The third stage of the agreement would focus on the future governance of Gaza and the reconstruction of the destroyed enclave.On Thursday, a statement provided to reporters by an anonymous Israeli official stated that Israel has decided not to withdraw from the stretch of land it occupies along the Gaza-Egypt border, despite that being part of the previous agreement.“We will not leave the Philadelphi Corridor. We will not allow the Hamas murderers to again roam our borders with pick-up trucks and guns, and we will not allow them to rearm through smuggling,” the official said.Satellite images obtained by Al Jazeera earlier this month showed the Israeli military had begun new construction in the area around the border.Also on Thursday, Foreign Minister Gideon Saar said that Israel’s delegation to the talks in Cairo would “see whether we have common ground to negotiate”.“We said we are ready to extend the framework [of phase one] in return for the release of more hostages,” Saar told reporters.Hamas handed over the coffins of the last four of the Israeli captives to be exchanged during the first phase of the deal without ceremony on Wednesday, and Israel later released more than 600 Palestinian prisoners.The release of the prisoners was supposed to take place on Saturday, but Israel delayed the handover in protest against a ceremony held in Gaza when the bodies of four Israeli captives were released last week.Hamas slammed the delay, denying that the ceremony had been humiliating and calling Israeli Prime Minister Benjamin Netanyahu’s decision “a deliberate attempt to disrupt the agreement, [that] represents a blatant violation of its terms, and shows the occupation’s lack of reliability in implementing its obligations”, a member of the Hamas political bureau, Izzat al-Risheq, said in a statement on Sunday.Gaza’s Government Media Office (GMO) has reported more than 350 violations by Israel, including military incursions, gunfire, air strikes, intensified surveillance and the obstruction of aid since the ceasefire began.According to the GMO, the Israeli army has killed and injured dozens of Palestinians through air strikes as well as shootings since the ceasefire came into effect. The GMO has previously reported delays in allowing displaced families to return to areas in northern Gaza as well as shortfalls in the agreed levels of aid and emergency relief allowed into the enclave.United States President Donald Trump’s Middle East envoy Steve Witkoff is understood to be flying to the region this week to push for an extension to the current phase, with a view to entering stage two.Witkoff also announced on Tuesday that a “summit” of developers would take place to determine Gaza’s future. However, it was not clear when or where this summit would be held, or whether it referred to the three-stage ceasefire deal, or Trump’s surprise plan to unilaterally “own” Gaza, as evidenced in a recent video shared on social media by the US president.Trump has consistently referred to himself as a “peacemaker” and emphasised his role in securing the ceasefire. But – aside from his much-derided Gaza plan that critics have said would effectively lead to the ethnic cleansing of its Palestinian population – he has been more ambivalent about the future of the ceasefire deal and implied that it is Israel’s decision whether the war continues or not.Among the families of the captives, yes. Among Israel’s far-right and settler movements, no.Many of the families of the captives regard Netanyahu as having manipulated both the war and ceasefire negotiations for his political ends.However, the negotiated release of some 2,000 Palestinian prisoners has also drawn the anger of Israel’s far-right and settler movements.When the terms of the ceasefire were first agreed, the far-right then-National Security Minister Itamar Ben-Gvir resigned his cabinet post in protest. At the same time, the hardline pro-settler Finance Minister Bezalel Smotrich was only persuaded to remain in the cabinet with an implicit assurance from Netanyahu that the deal would not lead to a permanent end to the war.",0,
644,aljazeera,How is Israel violating the Gaza ceasefire deal?,2025-02-27,news,https://www.aljazeera.com/news/2025/2/27/how-is-israel-violating-the-gaza-ceasefire-deal,"Israel is attending talks on Thursday with the Palestinian group Hamas on moving to the second phase of the Gaza ceasefire agreed between the two in January, according to Egypt, which is hosting the talks.But even as the talks get under way, Israeli officials have made it clear they are seeking to change the terms of the agreed-upon three-phase deal, jeopardising its success.Under the terms of the deal, the first six-week phase – scheduled to end on March 1st – would see the withdrawal of all Israeli forces from Gaza’s main population areas, an increase in humanitarian aid into Gaza and the return of displaced people to the north of the enclave.As part of the deal, in return for approximately 2,000 Palestinian prisoners held in Israeli detention, Hamas has released 33 of the captives – including eight bodies.The terms of the second phase of the agreement were kept intentionally vague, anticipating that many of the details would be hammered out in future negotiations. Among the terms to be agreed upon were details of a lasting ceasefire to end Israel’s war on Gaza – which has killed more than 61,700 Palestinians – the complete withdrawal of Israel’s forces from the enclave and the release of all remaining captives held by Hamas in exchange for an undetermined number of Palestinian prisoners.The third stage of the agreement would focus on the future governance of Gaza and the reconstruction of the destroyed enclave.On Thursday, a statement provided to reporters by an anonymous Israeli official stated that Israel has decided not to withdraw from the stretch of land it occupies along the Gaza-Egypt border, despite that being part of the previous agreement.“We will not leave the Philadelphi Corridor. We will not allow the Hamas murderers to again roam our borders with pick-up trucks and guns, and we will not allow them to rearm through smuggling,” the official said.Satellite images obtained by Al Jazeera earlier this month showed the Israeli military had begun new construction in the area around the border.Also on Thursday, Foreign Minister Gideon Saar said that Israel’s delegation to the talks in Cairo would “see whether we have common ground to negotiate”.“We said we are ready to extend the framework [of phase one] in return for the release of more hostages,” Saar told reporters.Hamas handed over the coffins of the last four of the Israeli captives to be exchanged during the first phase of the deal without ceremony on Wednesday, and Israel later released more than 600 Palestinian prisoners.The release of the prisoners was supposed to take place on Saturday, but Israel delayed the handover in protest against a ceremony held in Gaza when the bodies of four Israeli captives were released last week.Hamas slammed the delay, denying that the ceremony had been humiliating and calling Israeli Prime Minister Benjamin Netanyahu’s decision “a deliberate attempt to disrupt the agreement, [that] represents a blatant violation of its terms, and shows the occupation’s lack of reliability in implementing its obligations”, a member of the Hamas political bureau, Izzat al-Risheq, said in a statement on Sunday.Gaza’s Government Media Office (GMO) has reported more than 350 violations by Israel, including military incursions, gunfire, air strikes, intensified surveillance and the obstruction of aid since the ceasefire began.According to the GMO, the Israeli army has killed and injured dozens of Palestinians through air strikes as well as shootings since the ceasefire came into effect. The GMO has previously reported delays in allowing displaced families to return to areas in northern Gaza as well as shortfalls in the agreed levels of aid and emergency relief allowed into the enclave.United States President Donald Trump’s Middle East envoy Steve Witkoff is understood to be flying to the region this week to push for an extension to the current phase, with a view to entering stage two.Witkoff also announced on Tuesday that a “summit” of developers would take place to determine Gaza’s future. However, it was not clear when or where this summit would be held, or whether it referred to the three-stage ceasefire deal, or Trump’s surprise plan to unilaterally “own” Gaza, as evidenced in a recent video shared on social media by the US president.Trump has consistently referred to himself as a “peacemaker” and emphasised his role in securing the ceasefire. But – aside from his much-derided Gaza plan that critics have said would effectively lead to the ethnic cleansing of its Palestinian population – he has been more ambivalent about the future of the ceasefire deal and implied that it is Israel’s decision whether the war continues or not.Among the families of the captives, yes. Among Israel’s far-right and settler movements, no.Many of the families of the captives regard Netanyahu as having manipulated both the war and ceasefire negotiations for his political ends.However, the negotiated release of some 2,000 Palestinian prisoners has also drawn the anger of Israel’s far-right and settler movements.When the terms of the ceasefire were first agreed, the far-right then-National Security Minister Itamar Ben-Gvir resigned his cabinet post in protest. At the same time, the hardline pro-settler Finance Minister Bezalel Smotrich was only persuaded to remain in the cabinet with an implicit assurance from Netanyahu that the deal would not lead to a permanent end to the war.",0,
645,aljazeera,Israel releases remaining 46 Palestinian prisoners to Gaza,2025-02-27,program/newsfeed,https://www.aljazeera.com/program/newsfeed/2025/2/27/israel-releases-remaining-46-palestinian-prisoners-to-gaza,"Emotional reunions unfold as Israel releases the remaining 46 Palestinian prisoners, including women and children, to Gaza after a delay over the verification of the four Israeli captives’ bodies that were handed over by Hamas hours earlier.",0,
646,aljazeera,Longest held Palestinian prisoner released by Israel,2025-02-27,program/newsfeed,https://www.aljazeera.com/program/newsfeed/2025/2/27/longest-held-palestinian-prisoner-released-by-israel,"Nael Barghouti, the longest held Palestinian prisoner who spent 44 years in an Israeli jail, was released and exiled to Egypt as part of the 7th prisoner-captive exchange between Israel and Hamas. This is his message to Gaza.",0,
647,aljazeera,Palestinian prisoner recalls ‘torture’ of leg amputation in Israeli jail,2025-02-27,program/newsfeed,https://www.aljazeera.com/program/newsfeed/2025/2/27/palestinian-prisoner-recalls-torture-of-leg-amputation-in-israeli-jail,"In the last prisoner swap of phase one of the Gaza ceasefire, Israel released hundreds of Palestinians, several with missing limbs. A 21-year-old, previously released detainee recalls having his leg forcibly amputated and enduring ‘torture, medical testing, and mistreatment’ in Israeli prison.",0,
